Date,Bath Rugby,Bedford Blues,Bristol Rugby,Exeter Chiefs,Gloucester,Harlequins,Leeds Carnegie,Leicester Tigers,London Irish,London Scottish,London Welsh,Newcastle Falcons,Northampton Saints,Richmond,Rotherham Titans,Sale Sharks,Saracens,Wasps,West Hartlepool,Worcester Warriors
2006-09-14,1485.2449984161524,,1386.0740277505884,,,1344.5613373688284,,,,,,1408.0849931949474,,,,1588.716916404997,,1600.9735153434435,,
2006-09-21,,,,,,,,1602.0912287312435,1465.5484198603992,,,,1479.1417508827553,,,,1427.157023634614,1603.6099151689664,,1344.3417779245965
2006-09-28,1481.1046692274892,,1420.8602590606533,,1511.5564107855425,1334.3636143566225,,,,,,1385.6620079888996,,,,1601.0915675113808,,,,
2006-10-19,,,1426.8273594579712,,,,,,1467.5389420156125,,,,1459.7478694439496,,,,1433.562717230419,1591.635638304819,,1329.0154516365965
2006-11-09,1454.0443662913156,,,,1527.937154377633,1341.4843673094085,,1623.5050452921803,,,,1392.2015440358973,,,,1621.18559693597,,,,
2006-11-16,,,1432.471065341136,,,,,,1469.1052787467422,,,1374.153848858062,,,,,1443.0044710648679,1588.7254741035877,,1314.5019242444394
2006-11-23,1432.1121088350376,,,,1553.0047445309667,1366.6498603942184,,1612.8499187093287,,,,,1441.9849905796993,,,1583.5356329773438,,,,
2006-11-30,1439.4988650672512,,1461.5804013641489,,,,,,1472.201338711052,,,,,,,1586.7587836943735,1439.4170363499538,1563.3271667679287,,
2006-12-28,1453.1561849411428,,1465.8233114503037,,,1349.5290919730671,,1632.332880326266,1497.3602068703628,,,1403.7328915293604,1447.19483100242,,,,1461.6253662972185,1558.524954359875,,1308.823686134579
2007-01-04,1457.2417793916723,,,,1540.1165015759766,1374.7273160979064,,1622.9454622367373,,,,,1418.614967268754,,,1538.955938194218,,,,
2007-01-11,,,,,,1386.0619490279892,,,,,,1410.3918542727206,,,,1547.5007727919085,,1549.1696987581258,,
2007-02-01,1452.5988302578655,,,,1540.6008691396853,,,1610.0590170717312,,,,,1404.3774788598141,,,,1466.89631079496,,,1322.3162529899198
2007-02-22,,,1505.057956175219,,,,,,1487.998304488067,,,,1387.0963534855994,,,,1477.917544901984,1553.4416940640842,,1315.5650935288022
2007-03-01,1442.0662047170788,,,,1532.849475477951,1408.9142012068937,,1594.831620830828,,,,1414.8458060054681,,,,1512.3802627723987,,,,
2007-03-08,,,,,,,,1598.589217053692,1511.6480917232514,,,,1396.8905324851723,,,,1490.3703149066794,1546.6658569969122,,1325.3263608407333
2007-03-15,1436.5364917421368,,1470.0927238360143,,1555.345966177581,1393.6085054969005,,,,,,1420.288444472376,,,,1481.7406413298957,,,,
2007-03-22,,,,,1559.5699207152404,,,1592.7069271197793,1536.8176105927225,,,,1388.5754447938905,,,,1487.295784001557,,,1357.4387630929045
2007-03-29,,,1468.1922957756512,,1564.0298659360953,,,,1518.8045032444925,,,,,,,,,,,
2007-04-12,1432.7150476171787,,1473.5483493198565,,,1402.4030527604766,,,,,,1412.5958573203054,,,,1469.8799460638645,,1555.8474504047729,,
2007-04-19,,,,,,,,,1510.1747952569235,,,1426.3802390447565,,,,1477.230485238741,1503.8711661980426,1559.689096741972,,
2007-04-26,,,1486.6534905400079,,,,,,,,,,,,,,,,,
